step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
2992,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -1.7098. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-393.9136962890625,-392.2038879394531,-1.709808349609375
2993,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): +1.7454. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-395.8722839355469,-397.61767578125,1.745391845703125
2994,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -10.5410. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-413.3375244140625,-402.7965087890625,-10.541015625
2995,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -0.9258. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-403.9222717285156,-402.9964904785156,-0.92578125
2996,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: +1.0853. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-406.2336120605469,-407.31890869140625,1.085296630859375
2997,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +16.7668. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-407.241943359375,-424.00872802734375,16.76678466796875
2998,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -12.7537. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-424.0768737792969,-411.32318115234375,-12.753692626953125
2999,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -0.6691. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-414.80938720703125,-414.1402587890625,-0.66912841796875
3000,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -18.6471. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-435.83294677734375,-417.1858215332031,-18.647125244140625
3001,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +1.9562. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-416.58135986328125,-418.5375671386719,1.956207275390625
3002,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -12.3198. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-431.56011962890625,-419.2403259277344,-12.319793701171875
3003,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,1,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 1: -0.6231. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-419.35321044921875,-418.7301025390625,-0.62310791015625
3004,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: -18.2906. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-434.810302734375,-416.5197448730469,-18.290557861328125
3005,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,1,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 1: -1.5571. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-420.2807922363281,-418.7236633300781,-1.55712890625
3006,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +13.3729. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-420.6171569824219,-433.99005126953125,13.372894287109375
3007,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -17.9256. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-438.57305908203125,-420.6474609375,-17.92559814453125
3008,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -7.0764. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-426.6993408203125,-419.6229248046875,-7.076416015625
3009,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -2.4036. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-420.8446044921875,-418.4410095214844,-2.403594970703125
3010,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -19.6307. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-435.8248596191406,-416.1941223144531,-19.6307373046875
3011,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): +0.7654. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-412.93829345703125,-413.7037048339844,0.765411376953125
3012,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -1.4049. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-412.10284423828125,-410.6979675292969,-1.404876708984375
